x,sigmoid_value,piecewise
0.929000,5.000000,5.000000
0.930000,5.000000,5.000000
0.931000,5.000000,5.000000
0.932000,5.000000,5.000000
0.933000,5.000000,5.000000
0.934000,5.000000,5.000000
0.935000,5.000000,5.000000
0.936000,5.000000,5.000000
0.937000,5.000000,5.000000
0.938000,5.000000,5.000000
0.939000,5.000000,5.000000
0.940000,5.000000,5.000000
0.941000,5.000000,5.000000
0.942000,5.000000,5.000000
0.943000,5.000000,5.000000
0.944000,5.000000,5.000000
0.945000,5.000000,5.000000
0.946000,5.000000,5.000000
0.947000,5.000000,5.000000
0.948000,5.000000,5.000000
0.949000,5.000000,5.000000
0.950000,5.000000,5.000000
0.951000,5.000000,5.000000
0.952000,5.000000,5.000000
0.953000,5.000000,5.000000
0.954000,5.000000,5.000000
0.955000,5.000000,5.000000
0.956000,5.000000,5.000000
0.957000,5.000000,5.000000
0.958000,5.000000,5.000000
0.959000,5.000000,5.000000
0.960000,5.000000,5.000000
0.961000,5.000000,5.000000
0.962000,5.000000,5.000000
0.963000,5.000000,5.000000
0.964000,5.000000,5.000000
0.965000,5.000000,5.000000
0.966000,5.000000,5.000000
0.967000,5.000000,5.000000
0.968000,5.000000,5.000000
0.969000,5.000000,5.000000
0.970000,5.000000,5.000000
0.971000,5.000000,5.000000
0.972000,5.000000,5.000000
0.973000,5.000000,5.000000
0.974000,5.000000,5.000000
0.975000,5.000000,5.000000
0.976000,5.000000,5.000000
0.977000,5.000000,5.000000
0.978000,5.000000,5.000000
0.979000,5.000000,5.000000
0.980000,5.000000,5.000000
0.981000,5.000000,5.000000
0.982000,5.000000,5.000000
0.983000,5.000000,5.000000
0.984000,5.000000,5.000000
0.985000,5.000000,5.000000
0.986000,5.000000,5.000000
0.987000,5.000000,5.000000
0.988000,5.000000,5.000000
0.989000,5.000000,5.000000
0.990000,5.000000,5.000000
0.991000,5.000000,5.000000
0.992000,5.000000,5.000000
0.993000,5.000000,5.000000
0.994000,5.000000,5.000000
0.995000,5.000000,5.000000
0.996000,5.000000,5.000000
0.997000,5.000000,5.000000
0.998000,5.000000,5.000000
0.999000,5.000000,5.000000
1.000000,5.000000,5.000000
